Sku|OfferTermCode|Platform|Tenancy|Operation|UsageType|Region|Service|InstanceType|OperatingSystem|AdjustedPricePerUnit|OnDemandHourlyCost|BreakevenPercentage|UpfrontFee|LeaseTerm|PurchaseOption|OfferingClass|TermType|Key|ReservedInstanceCost|OnDemandCostForTerm|CostSavings|PercentSavings|vCPU|Memory
SK37T3ECK4H9V2U3|VG8YD49WWM|ElastiCache Redis|Shared|CreateCacheCluster:0002|EU-NodeUsage:cache.r4.4xlarge|eu-west-1|AmazonElastiCache|cache.r4.4xlarge|ElastiCache Redis|0.475|2.028|0.434236518272345|10660|3|HEAVY_UTILIZATION|STANDARD|RESERVED|3::HEAVY_UTILIZATION::STANDARD|23143|53295.84|30152.84|56.576|16|101.38
SK37T3ECK4H9V2U3|YTVHEVGPBZ|ElastiCache Redis|Shared|CreateCacheCluster:0002|EU-NodeUsage:cache.r4.4xlarge|eu-west-1|AmazonElastiCache|cache.r4.4xlarge|ElastiCache Redis|0.638|2.028|0.628691470103483|5580|1|HEAVY_UTILIZATION|STANDARD|RESERVED|1::HEAVY_UTILIZATION::STANDARD|11168.88|17765.28|6596.4|37.131|16|101.38
7EAKMAGDZW5M6SRD|JRBFQ5DASS|ElastiCache Memcached|Shared|CreateCacheCluster:0001|APN1-NodeUsage:cache.m2.xlarge|ap-northeast-1|AmazonElastiCache|cache.m2.xlarge|ElastiCache Memcached|0.136|0.329|0.554593274208547|407|1|MEDIUM_UTILIZATION|STANDARD|RESERVED|1::MEDIUM_UTILIZATION::STANDARD|1598.36|2882.04|1283.68|44.541|2|16.7
7EAKMAGDZW5M6SRD|DK9W8XRWES|ElastiCache Memcached|Shared|CreateCacheCluster:0001|APN1-NodeUsage:cache.m2.xlarge|ap-northeast-1|AmazonElastiCache|cache.m2.xlarge|ElastiCache Memcached|0.193|0.329|0.646306088742696|172|1|LIGHT_UTILIZATION|STANDARD|RESERVED|1::LIGHT_UTILIZATION::STANDARD|1862.68|2882.04|1019.36|35.369|2|16.7
7EAKMAGDZW5M6SRD|VG8YD49WWM|ElastiCache Memcached|Shared|CreateCacheCluster:0001|APN1-NodeUsage:cache.m2.xlarge|ap-northeast-1|AmazonElastiCache|cache.m2.xlarge|ElastiCache Memcached|0.084|0.329|0.339750084430935|730|3|HEAVY_UTILIZATION|STANDARD|RESERVED|3::HEAVY_UTILIZATION::STANDARD|2937.52|8646.12|5708.6|66.025|2|16.7
7EAKMAGDZW5M6SRD|KGRZ3REEDN|ElastiCache Memcached|Shared|CreateCacheCluster:0001|APN1-NodeUsage:cache.m2.xlarge|ap-northeast-1|AmazonElastiCache|cache.m2.xlarge|ElastiCache Memcached|0.102|0.329|0.38127622563647|616|3|MEDIUM_UTILIZATION|STANDARD|RESERVED|3::MEDIUM_UTILIZATION::STANDARD|3296.56|8646.12|5349.56|61.872|2|16.7
7EAKMAGDZW5M6SRD|YTVHEVGPBZ|ElastiCache Memcached|Shared|CreateCacheCluster:0001|APN1-NodeUsage:cache.m2.xlarge|ap-northeast-1|AmazonElastiCache|cache.m2.xlarge|ElastiCache Memcached|0.111|0.329|0.50879238317303|494|1|HEAVY_UTILIZATION|STANDARD|RESERVED|1::HEAVY_UTILIZATION::STANDARD|1466.36|2882.04|1415.68|49.121|2|16.7
7EAKMAGDZW5M6SRD|VHSX6N8RTZ|ElastiCache Memcached|Shared|CreateCacheCluster:0001|APN1-NodeUsage:cache.m2.xlarge|ap-northeast-1|AmazonElastiCache|cache.m2.xlarge|ElastiCache Memcached|0.152|0.329|0.49242434756862|263|3|LIGHT_UTILIZATION|STANDARD|RESERVED|3::LIGHT_UTILIZATION::STANDARD|4257.56|8646.12|4388.56|50.758|2|16.7
QJ5HAKG9GST4P5AF|VHSX6N8RTZ|ElastiCache Memcached|Shared|CreateCacheCluster:0001|USW1-NodeUsage:cache.m1.large|us-west-1|AmazonElastiCache|cache.m1.large|ElastiCache Memcached|0.13|0.245|0.574099959618551|280|3|LIGHT_UTILIZATION|STANDARD|RESERVED|3::LIGHT_UTILIZATION::STANDARD|3696.4|6438.6|2742.2|42.59|2|7.1
QJ5HAKG9GST4P5AF|YTVHEVGPBZ|ElastiCache Memcached|Shared|CreateCacheCluster:0001|USW1-NodeUsage:cache.m1.large|us-west-1|AmazonElastiCache|cache.m1.large|ElastiCache Memcached|0.099|0.245|0.6337899543379|493|1|HEAVY_UTILIZATION|STANDARD|RESERVED|1::HEAVY_UTILIZATION::STANDARD|1360.24|2146.2|785.96|36.621|2|7.1
QJ5HAKG9GST4P5AF|KGRZ3REEDN|ElastiCache Memcached|Shared|CreateCacheCluster:0001|USW1-NodeUsage:cache.m1.large|us-west-1|AmazonElastiCache|cache.m1.large|ElastiCache Memcached|0.089|0.245|0.460802037710061|628|3|MEDIUM_UTILIZATION|STANDARD|RESERVED|3::MEDIUM_UTILIZATION::STANDARD|2966.92|6438.6|3471.68|53.92|2|7.1
QJ5HAKG9GST4P5AF|VG8YD49WWM|ElastiCache Memcached|Shared|CreateCacheCluster:0001|USW1-NodeUsage:cache.m1.large|us-west-1|AmazonElastiCache|cache.m1.large|ElastiCache Memcached|0.074|0.245|0.418525766470972|750|3|HEAVY_UTILIZATION|STANDARD|RESERVED|3::HEAVY_UTILIZATION::STANDARD|2694.72|6438.6|3743.88|58.147|2|7.1
QJ5HAKG9GST4P5AF|DK9W8XRWES|ElastiCache Memcached|Shared|CreateCacheCluster:0001|USW1-NodeUsage:cache.m1.large|us-west-1|AmazonElastiCache|cache.m1.large|ElastiCache Memcached|0.166|0.245|0.760022365110428|177|1|LIGHT_UTILIZATION|STANDARD|RESERVED|1::LIGHT_UTILIZATION::STANDARD|1631.16|2146.2|515.04|23.998|2|7.1
QJ5HAKG9GST4P5AF|JRBFQ5DASS|ElastiCache Memcached|Shared|CreateCacheCluster:0001|USW1-NodeUsage:cache.m1.large|us-west-1|AmazonElastiCache|cache.m1.large|ElastiCache Memcached|0.115|0.245|0.657627434535458|404|1|MEDIUM_UTILIZATION|STANDARD|RESERVED|1::MEDIUM_UTILIZATION::STANDARD|1411.4|2146.2|734.8|34.237|2|7.1
P79BW25B8R7JZSA9|YTVHEVGPBZ|ElastiCache Memcached|Shared|CreateCacheCluster:0001|USW2-NodeUsage:cache.r3.4xlarge|us-west-2|AmazonElastiCache|cache.r3.4xlarge|ElastiCache Memcached|0.491|1.82|0.54124391590145|4328|1|HEAVY_UTILIZATION|STANDARD|RESERVED|1::HEAVY_UTILIZATION::STANDARD|8629.16|15943.2|7314.04|45.876|16|118
P79BW25B8R7JZSA9|VG8YD49WWM|ElastiCache Memcached|Shared|CreateCacheCluster:0001|USW2-NodeUsage:cache.r3.4xlarge|us-west-2|AmazonElastiCache|cache.r3.4xlarge|ElastiCache Memcached|0.365|1.82|0.373329486343185|8264|3|HEAVY_UTILIZATION|STANDARD|RESERVED|3::HEAVY_UTILIZATION::STANDARD|17856.2|47829.6|29973.4|62.667|16|118
X4VEJWNMKPFXMQND|YTVHEVGPBZ|ElastiCache Redis|Shared|CreateCacheCluster:0002|APS2-NodeUsage:cache.r4.4xlarge|ap-southeast-2|AmazonElastiCache|cache.r4.4xlarge|ElastiCache Redis|0.712|2.184|0.650910733102514|6216|1|HEAVY_UTILIZATION|STANDARD|RESERVED|1::HEAVY_UTILIZATION::STANDARD|12453.12|19131.84|6678.72|34.909|16|101.38
X4VEJWNMKPFXMQND|VG8YD49WWM|ElastiCache Redis|Shared|CreateCacheCluster:0002|APS2-NodeUsage:cache.r4.4xlarge|ap-southeast-2|AmazonElastiCache|cache.r4.4xlarge|ElastiCache Redis|0.525|2.184|0.446951260307425|11856|3|HEAVY_UTILIZATION|STANDARD|RESERVED|3::HEAVY_UTILIZATION::STANDARD|25653|57395.52|31742.52|55.305|16|101.38
NCWWVVDCPSQAXCRS|YTVHEVGPBZ|ElastiCache Redis|Shared|CreateCacheCluster:0002|NodeUsage:cache.m1.medium|us-east-1|AmazonElastiCache|cache.m1.medium|ElastiCache Redis|0.035|0.112|0.564253098499674|247|1|HEAVY_UTILIZATION|STANDARD|RESERVED|1::HEAVY_UTILIZATION::STANDARD|553.6|981.12|427.52|43.575|1|3.35
NCWWVVDCPSQAXCRS|VHSX6N8RTZ|ElastiCache Redis|Shared|CreateCacheCluster:0002|NodeUsage:cache.m1.medium|us-east-1|AmazonElastiCache|cache.m1.medium|ElastiCache Redis|0.052|0.112|0.511850402261361|140|3|LIGHT_UTILIZATION|STANDARD|RESERVED|3::LIGHT_UTILIZATION::STANDARD|1506.56|2943.36|1436.8|48.815|1|3.35
NCWWVVDCPSQAXCRS|KGRZ3REEDN|ElastiCache Redis|Shared|CreateCacheCluster:0002|NodeUsage:cache.m1.medium|us-east-1|AmazonElastiCache|cache.m1.medium|ElastiCache Redis|0.034|0.112|0.410252228745379|314|3|MEDIUM_UTILIZATION|STANDARD|RESERVED|3::MEDIUM_UTILIZATION::STANDARD|1207.52|2943.36|1735.84|58.975|1|3.35
NCWWVVDCPSQAXCRS|JRBFQ5DASS|ElastiCache Redis|Shared|CreateCacheCluster:0002|NodeUsage:cache.m1.medium|us-east-1|AmazonElastiCache|cache.m1.medium|ElastiCache Redis|0.046|0.112|0.616601435094586|202|1|MEDIUM_UTILIZATION|STANDARD|RESERVED|1::MEDIUM_UTILIZATION::STANDARD|604.96|981.12|376.16|38.34|1|3.35
NCWWVVDCPSQAXCRS|VG8YD49WWM|ElastiCache Redis|Shared|CreateCacheCluster:0002|NodeUsage:cache.m1.medium|us-east-1|AmazonElastiCache|cache.m1.medium|ElastiCache Redis|0.026|0.112|0.35954827136334|375|3|HEAVY_UTILIZATION|STANDARD|RESERVED|3::HEAVY_UTILIZATION::STANDARD|1058.28|2943.36|1885.08|64.045|1|3.35
NCWWVVDCPSQAXCRS|DK9W8XRWES|ElastiCache Redis|Shared|CreateCacheCluster:0002|NodeUsage:cache.m1.medium|us-east-1|AmazonElastiCache|cache.m1.medium|ElastiCache Redis|0.067|0.112|0.68892694063927|89|1|LIGHT_UTILIZATION|STANDARD|RESERVED|1::LIGHT_UTILIZATION::STANDARD|675.92|981.12|305.2|31.107|1|3.35
RE8NXX85QQGWVBAC|YTVHEVGPBZ|ElastiCache Memcached|Shared|CreateCacheCluster:0001|APN3-NodeUsage:cache.r4.16xlarge|ap-northeast-3|AmazonElastiCache|cache.r4.16xlarge|ElastiCache Memcached|2.848|8.736|0.650910733102514|24864|1|HEAVY_UTILIZATION|STANDARD|RESERVED|1::HEAVY_UTILIZATION::STANDARD|49812.48|76527.36|26714.88|34.909|64|407
RE8NXX85QQGWVBAC|VG8YD49WWM|ElastiCache Memcached|Shared|CreateCacheCluster:0001|APN3-NodeUsage:cache.r4.16xlarge|ap-northeast-3|AmazonElastiCache|cache.r4.16xlarge|ElastiCache Memcached|2.1|8.736|0.446955616048082|47425|3|HEAVY_UTILIZATION|STANDARD|RESERVED|3::HEAVY_UTILIZATION::STANDARD|102613|229582.08|126969.08|55.304|64|407
PXWGH7SNYUZXC93Y|JRBFQ5DASS|ElastiCache Redis|Shared|CreateCacheCluster:0002|APS2-NodeUsage:cache.t1.micro|ap-southeast-2|AmazonElastiCache|cache.t1.micro|ElastiCache Redis|0.012|0.022|0.825653798256538|54|1|MEDIUM_UTILIZATION|STANDARD|RESERVED|1::MEDIUM_UTILIZATION::STANDARD|159.12|192.72|33.6|17.435|1|0.213
PXWGH7SNYUZXC93Y|VHSX6N8RTZ|ElastiCache Redis|Shared|CreateCacheCluster:0002|APS2-NodeUsage:cache.t1.micro|ap-southeast-2|AmazonElastiCache|cache.t1.micro|ElastiCache Redis|0.017|0.022|0.833264148332642|35|3|LIGHT_UTILIZATION|STANDARD|RESERVED|3::LIGHT_UTILIZATION::STANDARD|481.76|578.16|96.3999999999999|16.674|1|0.213
PXWGH7SNYUZXC93Y|YTVHEVGPBZ|ElastiCache Redis|Shared|CreateCacheCluster:0002|APS2-NodeUsage:cache.t1.micro|ap-southeast-2|AmazonElastiCache|cache.t1.micro|ElastiCache Redis|0.01|0.022|0.776255707762557|62|1|HEAVY_UTILIZATION|STANDARD|RESERVED|1::HEAVY_UTILIZATION::STANDARD|149.6|192.72|43.12|22.374|1|0.213
PXWGH7SNYUZXC93Y|KGRZ3REEDN|ElastiCache Redis|Shared|CreateCacheCluster:0002|APS2-NodeUsage:cache.t1.micro|ap-southeast-2|AmazonElastiCache|cache.t1.micro|ElastiCache Redis|0.011|0.022|0.641829251418293|82|3|MEDIUM_UTILIZATION|STANDARD|RESERVED|3::MEDIUM_UTILIZATION::STANDARD|371.08|578.16|207.08|35.817|1|0.213
PXWGH7SNYUZXC93Y|VG8YD49WWM|ElastiCache Redis|Shared|CreateCacheCluster:0002|APS2-NodeUsage:cache.t1.micro|ap-southeast-2|AmazonElastiCache|cache.t1.micro|ElastiCache Redis|0.009|0.022|0.582053410820534|100|3|HEAVY_UTILIZATION|STANDARD|RESERVED|3::HEAVY_UTILIZATION::STANDARD|336.52|578.16|241.64|41.795|1|0.213
PXWGH7SNYUZXC93Y|DK9W8XRWES|ElastiCache Redis|Shared|CreateCacheCluster:0002|APS2-NodeUsage:cache.t1.micro|ap-southeast-2|AmazonElastiCache|cache.t1.micro|ElastiCache Redis|0.017|0.022|0.892071398920714|23|1|LIGHT_UTILIZATION|STANDARD|RESERVED|1::LIGHT_UTILIZATION::STANDARD|171.92|192.72|20.8|10.793|1|0.213
BNSYQH8258MUZY9P|VG8YD49WWM|ElastiCache Redis|Shared|CreateCacheCluster:0002|APS3-NodeUsage:cache.r3.8xlarge|ap-south-1|AmazonElastiCache|cache.r3.8xlarge|ElastiCache Redis|1.084984|3.942|0.447184127226829|17813|3|HEAVY_UTILIZATION|STANDARD|RESERVED|3::HEAVY_UTILIZATION::STANDARD|46326.37952|103595.76|57269.38048|55.282|32|237
BNSYQH8258MUZY9P|YTVHEVGPBZ|ElastiCache Redis|Shared|CreateCacheCluster:0002|APS3-NodeUsage:cache.r3.8xlarge|ap-south-1|AmazonElastiCache|cache.r3.8xlarge|ElastiCache Redis|1.579214|3.942|0.650989421960899|8646|1|HEAVY_UTILIZATION|STANDARD|RESERVED|1::HEAVY_UTILIZATION::STANDARD|22479.91464|34531.92|12052.00536|34.901|32|237
Q6A37EHXMXGKHXXH|VG8YD49WWM|ElastiCache Memcached|Shared|CreateCacheCluster:0001|EU-NodeUsage:cache.m1.xlarge|eu-west-1|AmazonElastiCache|cache.m1.xlarge|ElastiCache Memcached|0.148|0.49|0.418603423104402|1501|3|HEAVY_UTILIZATION|STANDARD|RESERVED|3::HEAVY_UTILIZATION::STANDARD|5390.44|12877.2|7486.76|58.14|4|14.6
Q6A37EHXMXGKHXXH|KGRZ3REEDN|ElastiCache Memcached|Shared|CreateCacheCluster:0001|EU-NodeUsage:cache.m1.xlarge|eu-west-1|AmazonElastiCache|cache.m1.xlarge|ElastiCache Memcached|0.178|0.49|0.460802037710061|1256|3|MEDIUM_UTILIZATION|STANDARD|RESERVED|3::MEDIUM_UTILIZATION::STANDARD|5933.84|12877.2|6943.36|53.92|4|14.6
Q6A37EHXMXGKHXXH|YTVHEVGPBZ|ElastiCache Memcached|Shared|CreateCacheCluster:0001|EU-NodeUsage:cache.m1.xlarge|eu-west-1|AmazonElastiCache|cache.m1.xlarge|ElastiCache Memcached|0.196|0.49|0.629941291585127|987|1|HEAVY_UTILIZATION|STANDARD|RESERVED|1::HEAVY_UTILIZATION::STANDARD|2703.96|4292.4|1588.44|37.006|4|14.6
Q6A37EHXMXGKHXXH|DK9W8XRWES|ElastiCache Memcached|Shared|CreateCacheCluster:0001|EU-NodeUsage:cache.m1.xlarge|eu-west-1|AmazonElastiCache|cache.m1.xlarge|ElastiCache Memcached|0.332|0.49|0.760255335010717|355|1|LIGHT_UTILIZATION|STANDARD|RESERVED|1::LIGHT_UTILIZATION::STANDARD|3263.32|4292.4|1029.08|23.974|4|14.6
Q6A37EHXMXGKHXXH|JRBFQ5DASS|ElastiCache Memcached|Shared|CreateCacheCluster:0001|EU-NodeUsage:cache.m1.xlarge|eu-west-1|AmazonElastiCache|cache.m1.xlarge|ElastiCache Memcached|0.23|0.49|0.657860404435747|809|1|MEDIUM_UTILIZATION|STANDARD|RESERVED|1::MEDIUM_UTILIZATION::STANDARD|2823.8|4292.4|1468.6|34.214|4|14.6
Q6A37EHXMXGKHXXH|VHSX6N8RTZ|ElastiCache Memcached|Shared|CreateCacheCluster:0001|EU-NodeUsage:cache.m1.xlarge|eu-west-1|AmazonElastiCache|cache.m1.xlarge|ElastiCache Memcached|0.26|0.49|0.57417761625198|561|3|LIGHT_UTILIZATION|STANDARD|RESERVED|3::LIGHT_UTILIZATION::STANDARD|7393.8|12877.2|5483.4|42.582|4|14.6
882GUW98Y7VP4N4Y|KGRZ3REEDN|ElastiCache Redis|Shared|CreateCacheCluster:0002|APS1-NodeUsage:cache.c1.xlarge|ap-southeast-1|AmazonElastiCache|cache.c1.xlarge|ElastiCache Redis|0.297|0.749|0.506975307513011|2174|3|MEDIUM_UTILIZATION|STANDARD|RESERVED|3::MEDIUM_UTILIZATION::STANDARD|9979.16|19683.72|9704.56|49.302|8|6.6
882GUW98Y7VP4N4Y|VHSX6N8RTZ|ElastiCache Redis|Shared|CreateCacheCluster:0002|APS1-NodeUsage:cache.c1.xlarge|ap-southeast-1|AmazonElastiCache|cache.c1.xlarge|ElastiCache Redis|0.45|0.749|0.648556268835362|940|3|LIGHT_UTILIZATION|STANDARD|RESERVED|3::LIGHT_UTILIZATION::STANDARD|12766|19683.72|6917.72|35.144|8|6.6
882GUW98Y7VP4N4Y|VG8YD49WWM|ElastiCache Redis|Shared|CreateCacheCluster:0002|APS1-NodeUsage:cache.c1.xlarge|ap-southeast-1|AmazonElastiCache|cache.c1.xlarge|ElastiCache Redis|0.239|0.749|0.454991231332289|2675|3|HEAVY_UTILIZATION|STANDARD|RESERVED|3::HEAVY_UTILIZATION::STANDARD|8955.92|19683.72|10727.8|54.501|8|6.6
882GUW98Y7VP4N4Y|YTVHEVGPBZ|ElastiCache Redis|Shared|CreateCacheCluster:0002|APS1-NodeUsage:cache.c1.xlarge|ap-southeast-1|AmazonElastiCache|cache.c1.xlarge|ElastiCache Redis|0.28|0.749|0.643750266717876|1771|1|HEAVY_UTILIZATION|STANDARD|RESERVED|1::HEAVY_UTILIZATION::STANDARD|4223.8|6561.24|2337.44|35.625|8|6.6
882GUW98Y7VP4N4Y|JRBFQ5DASS|ElastiCache Redis|Shared|CreateCacheCluster:0002|APS1-NodeUsage:cache.c1.xlarge|ap-southeast-1|AmazonElastiCache|cache.c1.xlarge|ElastiCache Redis|0.348|0.749|0.685157073967726|1447|1|MEDIUM_UTILIZATION|STANDARD|RESERVED|1::MEDIUM_UTILIZATION::STANDARD|4495.48|6561.24|2065.76|31.484|8|6.6
882GUW98Y7VP4N4Y|DK9W8XRWES|ElastiCache Redis|Shared|CreateCacheCluster:0002|APS1-NodeUsage:cache.c1.xlarge|ap-southeast-1|AmazonElastiCache|cache.c1.xlarge|ElastiCache Redis|0.515|0.749|0.782992239271845|626|1|LIGHT_UTILIZATION|STANDARD|RESERVED|1::LIGHT_UTILIZATION::STANDARD|5137.4|6561.24|1423.84|21.701|8|6.6
52F5J3KSUKGUZ2DA|KGRZ3REEDN|ElastiCache Memcached|Shared|CreateCacheCluster:0001|USW1-NodeUsage:cache.c1.xlarge|us-west-1|AmazonElastiCache|cache.c1.xlarge|ElastiCache Memcached|0.302|0.749|0.507656073140646|2056|3|MEDIUM_UTILIZATION|STANDARD|RESERVED|3::MEDIUM_UTILIZATION::STANDARD|9992.56|19683.72|9691.16|49.234|8|6.6
52F5J3KSUKGUZ2DA|VG8YD49WWM|ElastiCache Memcached|Shared|CreateCacheCluster:0001|USW1-NodeUsage:cache.c1.xlarge|us-west-1|AmazonElastiCache|cache.c1.xlarge|ElastiCache Memcached|0.245|0.749|0.455330598078005|2524|3|HEAVY_UTILIZATION|STANDARD|RESERVED|3::HEAVY_UTILIZATION::STANDARD|8962.6|19683.72|10721.12|54.467|8|6.6
52F5J3KSUKGUZ2DA|YTVHEVGPBZ|ElastiCache Memcached|Shared|CreateCacheCluster:0001|USW1-NodeUsage:cache.c1.xlarge|us-west-1|AmazonElastiCache|cache.c1.xlarge|ElastiCache Memcached|0.297|0.749|0.64343325347038|1620|1|HEAVY_UTILIZATION|STANDARD|RESERVED|1::HEAVY_UTILIZATION::STANDARD|4221.72|6561.24|2339.52|35.657|8|6.6
52F5J3KSUKGUZ2DA|VHSX6N8RTZ|ElastiCache Memcached|Shared|CreateCacheCluster:0001|USW1-NodeUsage:cache.c1.xlarge|us-west-1|AmazonElastiCache|cache.c1.xlarge|ElastiCache Memcached|0.452|0.749|0.647924274476572|875|3|LIGHT_UTILIZATION|STANDARD|RESERVED|3::LIGHT_UTILIZATION::STANDARD|12753.56|19683.72|6930.16|35.208|8|6.6
52F5J3KSUKGUZ2DA|DK9W8XRWES|ElastiCache Memcached|Shared|CreateCacheCluster:0001|USW1-NodeUsage:cache.c1.xlarge|us-west-1|AmazonElastiCache|cache.c1.xlarge|ElastiCache Memcached|0.52|0.749|0.782656936798532|580|1|LIGHT_UTILIZATION|STANDARD|RESERVED|1::LIGHT_UTILIZATION::STANDARD|5135.2|6561.24|1426.04|21.734|8|6.6
52F5J3KSUKGUZ2DA|JRBFQ5DASS|ElastiCache Memcached|Shared|CreateCacheCluster:0001|USW1-NodeUsage:cache.c1.xlarge|us-west-1|AmazonElastiCache|cache.c1.xlarge|ElastiCache Memcached|0.361|0.749|0.684986374526766|1332|1|MEDIUM_UTILIZATION|STANDARD|RESERVED|1::MEDIUM_UTILIZATION::STANDARD|4494.36|6561.24|2066.88|31.501|8|6.6
H9MY6GZRGXWT4ZUQ|YTVHEVGPBZ|ElastiCache Memcached|Shared|CreateCacheCluster:0001|EUW2-NodeUsage:cache.r4.xlarge|eu-west-2|AmazonElastiCache|cache.r4.xlarge|ElastiCache Memcached|0.168|0.532|0.630145569402959|1465|1|HEAVY_UTILIZATION|STANDARD|RESERVED|1::HEAVY_UTILIZATION::STANDARD|2936.68|4660.32|1723.64|36.985|4|25.05
H9MY6GZRGXWT4ZUQ|VG8YD49WWM|ElastiCache Memcached|Shared|CreateCacheCluster:0001|EUW2-NodeUsage:cache.r4.xlarge|eu-west-2|AmazonElastiCache|cache.r4.xlarge|ElastiCache Memcached|0.125|0.532|0.435091724745654|2798|3|HEAVY_UTILIZATION|STANDARD|RESERVED|3::HEAVY_UTILIZATION::STANDARD|6083|13980.96|7897.96|56.491|4|25.05
YJJU34XGXBYD5B5W|YTVHEVGPBZ|ElastiCache Memcached|Shared|CreateCacheCluster:0001|SAE1-NodeUsage:cache.m1.large|sa-east-1|AmazonElastiCache|cache.m1.large|ElastiCache Memcached|0.08|0.291|0.513816315962906|609|1|HEAVY_UTILIZATION|STANDARD|RESERVED|1::HEAVY_UTILIZATION::STANDARD|1309.8|2549.16|1239.36|48.618|2|7.1
YJJU34XGXBYD5B5W|VG8YD49WWM|ElastiCache Memcached|Shared|CreateCacheCluster:0001|SAE1-NodeUsage:cache.m1.large|sa-east-1|AmazonElastiCache|cache.m1.large|ElastiCache Memcached|0.072|0.291|0.380146139643386|1015|3|HEAVY_UTILIZATION|STANDARD|RESERVED|3::HEAVY_UTILIZATION::STANDARD|2907.16|7647.48|4740.32|61.985|2|7.1
R98CG8EBFHU2BMKY|YTVHEVGPBZ|ElastiCache Redis|Shared|CreateCacheCluster:0002|EUW2-NodeUsage:cache.m4.xlarge|eu-west-2|AmazonElastiCache|cache.m4.xlarge|ElastiCache Redis|0.144|0.36|0.64923896499239|786|1|HEAVY_UTILIZATION|STANDARD|RESERVED|1::HEAVY_UTILIZATION::STANDARD|2047.44|3153.6|1106.16|35.076|4|14.28
R98CG8EBFHU2BMKY|VG8YD49WWM|ElastiCache Redis|Shared|CreateCacheCluster:0002|EUW2-NodeUsage:cache.m4.xlarge|eu-west-2|AmazonElastiCache|cache.m4.xlarge|ElastiCache Redis|0.102|0.36|0.46069676982919|1678|3|HEAVY_UTILIZATION|STANDARD|RESERVED|3::HEAVY_UTILIZATION::STANDARD|4358.56|9460.8|5102.24|53.93|4|14.28
HTKFBKAAWMVYKFE8|DK9W8XRWES|ElastiCache Redis|Shared|CreateCacheCluster:0002|USW1-NodeUsage:cache.t1.micro|us-west-1|AmazonElastiCache|cache.t1.micro|ElastiCache Redis|0.017|0.028|0.700913242009133|23|1|LIGHT_UTILIZATION|STANDARD|RESERVED|1::LIGHT_UTILIZATION::STANDARD|171.92|245.28|73.36|29.909|1|0.213
HTKFBKAAWMVYKFE8|VG8YD49WWM|ElastiCache Redis|Shared|CreateCacheCluster:0002|USW1-NodeUsage:cache.t1.micro|us-west-1|AmazonElastiCache|cache.t1.micro|ElastiCache Redis|0.009|0.028|0.45732767993042|100|3|HEAVY_UTILIZATION|STANDARD|RESERVED|3::HEAVY_UTILIZATION::STANDARD|336.52|735.84|399.32|54.267|1|0.213
HTKFBKAAWMVYKFE8|YTVHEVGPBZ|ElastiCache Redis|Shared|CreateCacheCluster:0002|USW1-NodeUsage:cache.t1.micro|us-west-1|AmazonElastiCache|cache.t1.micro|ElastiCache Redis|0.01|0.028|0.609915198956295|62|1|HEAVY_UTILIZATION|STANDARD|RESERVED|1::HEAVY_UTILIZATION::STANDARD|149.6|245.28|95.68|39.008|1|0.213
HTKFBKAAWMVYKFE8|JRBFQ5DASS|ElastiCache Redis|Shared|CreateCacheCluster:0002|USW1-NodeUsage:cache.t1.micro|us-west-1|AmazonElastiCache|cache.t1.micro|ElastiCache Redis|0.012|0.028|0.648727984344423|54|1|MEDIUM_UTILIZATION|STANDARD|RESERVED|1::MEDIUM_UTILIZATION::STANDARD|159.12|245.28|86.16|35.127|1|0.213
HTKFBKAAWMVYKFE8|KGRZ3REEDN|ElastiCache Redis|Shared|CreateCacheCluster:0002|USW1-NodeUsage:cache.t1.micro|us-west-1|AmazonElastiCache|cache.t1.micro|ElastiCache Redis|0.011|0.028|0.504294411828658|82|3|MEDIUM_UTILIZATION|STANDARD|RESERVED|3::MEDIUM_UTILIZATION::STANDARD|371.08|735.84|364.76|49.571|1|0.213
HTKFBKAAWMVYKFE8|VHSX6N8RTZ|ElastiCache Redis|Shared|CreateCacheCluster:0002|USW1-NodeUsage:cache.t1.micro|us-west-1|AmazonElastiCache|cache.t1.micro|ElastiCache Redis|0.017|0.028|0.654707545118504|35|3|LIGHT_UTILIZATION|STANDARD|RESERVED|3::LIGHT_UTILIZATION::STANDARD|481.76|735.84|254.08|34.529|1|0.213
WH7ZMEMTN9YKSUUR|YTVHEVGPBZ|ElastiCache Memcached|Shared|CreateCacheCluster:0001|UGW1-NodeUsage:cache.m3.xlarge|us-gov-west-1|AmazonElastiCache|cache.m3.xlarge|ElastiCache Memcached|0.134|0.425|0.641643835616438|1215|1|HEAVY_UTILIZATION|STANDARD|RESERVED|1::HEAVY_UTILIZATION::STANDARD|2388.84|3723|1334.16|35.836|4|13.3
WH7ZMEMTN9YKSUUR|VG8YD49WWM|ElastiCache Memcached|Shared|CreateCacheCluster:0001|UGW1-NodeUsage:cache.m3.xlarge|us-gov-west-1|AmazonElastiCache|cache.m3.xlarge|ElastiCache Memcached|0.102|0.425|0.406532366371206|1860|3|HEAVY_UTILIZATION|STANDARD|RESERVED|3::HEAVY_UTILIZATION::STANDARD|4540.56|11169|6628.44|59.347|4|13.3
