Sku|OfferTermCode|Platform|Tenancy|Operation|UsageType|Region|Service|InstanceType|OperatingSystem|AdjustedPricePerUnit|OnDemandHourlyCost|BreakevenPercentage|UpfrontFee|LeaseTerm|PurchaseOption|OfferingClass|TermType|Key|ReservedInstanceCost|OnDemandCostForTerm|CostSavings|PercentSavings|vCPU|Memory
B9KA58HE958Z9PXM|YTVHEVGPBZ|ElastiCache Memcached|Shared|CreateCacheCluster:0001|APS3-NodeUsage:cache.r3.xlarge|ap-south-1|AmazonElastiCache|cache.r3.xlarge|ElastiCache Memcached|0.196512|0.493|0.648680874711717|1080|1|HEAVY_UTILIZATION|STANDARD|RESERVED|1::HEAVY_UTILIZATION::STANDARD|2801.44512|4318.68|1517.23488|35.132|4|28.4
P5FE9B43ASCDUW9G|VG8YD49WWM|ElastiCache Memcached|Shared|CreateCacheCluster:0001|NodeUsage:cache.r3.4xlarge|us-east-1|AmazonElastiCache|cache.r3.4xlarge|ElastiCache Memcached|0.365|1.82|0.373329486343185|8264|3|HEAVY_UTILIZATION|STANDARD|RESERVED|3::HEAVY_UTILIZATION::STANDARD|17856.2|47829.6|29973.4|62.667|16|118
P5FE9B43ASCDUW9G|YTVHEVGPBZ|ElastiCache Memcached|Shared|CreateCacheCluster:0001|NodeUsage:cache.r3.4xlarge|us-east-1|AmazonElastiCache|cache.r3.4xlarge|ElastiCache Memcached|0.491|1.82|0.54124391590145|4328|1|HEAVY_UTILIZATION|STANDARD|RESERVED|1::HEAVY_UTILIZATION::STANDARD|8629.16|15943.2|7314.04|45.876|16|118
JZSSMXR6KY44UM5K|YTVHEVGPBZ|ElastiCache Memcached|Shared|CreateCacheCluster:0001|APN2-NodeUsage:cache.r3.xlarge|ap-northeast-2|AmazonElastiCache|cache.r3.xlarge|ElastiCache Memcached|0.219|0.546|0.651362336293843|1197|1|HEAVY_UTILIZATION|STANDARD|RESERVED|1::HEAVY_UTILIZATION::STANDARD|3115.44|4782.96|1667.52|34.864|4|28.4
JZSSMXR6KY44UM5K|VG8YD49WWM|ElastiCache Memcached|Shared|CreateCacheCluster:0001|APN2-NodeUsage:cache.r3.xlarge|ap-northeast-2|AmazonElastiCache|cache.r3.xlarge|ElastiCache Memcached|0.15|0.546|0.446724761793255|2468|3|HEAVY_UTILIZATION|STANDARD|RESERVED|3::HEAVY_UTILIZATION::STANDARD|6410|14348.88|7938.88|55.328|4|28.4
X2HFWSDQ8TCP2U9D|VG8YD49WWM|ElastiCache Memcached|Shared|CreateCacheCluster:0001|USW2-NodeUsage:cache.r3.large|us-west-2|AmazonElastiCache|cache.r3.large|ElastiCache Memcached|0.046|0.228|0.37415551817138|1033|3|HEAVY_UTILIZATION|STANDARD|RESERVED|3::HEAVY_UTILIZATION::STANDARD|2241.88|5991.84|3749.96|62.584|2|13.5
X2HFWSDQ8TCP2U9D|YTVHEVGPBZ|ElastiCache Memcached|Shared|CreateCacheCluster:0001|USW2-NodeUsage:cache.r3.large|us-west-2|AmazonElastiCache|cache.r3.large|ElastiCache Memcached|0.061|0.228|0.53841224064728|541|1|HEAVY_UTILIZATION|STANDARD|RESERVED|1::HEAVY_UTILIZATION::STANDARD|1075.36|1997.28|921.92|46.159|2|13.5
R546HT7PRPWD35XW|VG8YD49WWM|ElastiCache Redis|Shared|CreateCacheCluster:0002|APN3-NodeUsage:cache.t2.medium|ap-northeast-3|AmazonElastiCache|cache.t2.medium|ElastiCache Redis|0.028|0.104|0.500468329235453|632|3|HEAVY_UTILIZATION|STANDARD|RESERVED|3::HEAVY_UTILIZATION::STANDARD|1367.84|2733.12|1365.28|49.953|2|3.22
R546HT7PRPWD35XW|YTVHEVGPBZ|ElastiCache Redis|Shared|CreateCacheCluster:0002|APN3-NodeUsage:cache.t2.medium|ap-northeast-3|AmazonElastiCache|cache.t2.medium|ElastiCache Redis|0.033|0.104|0.690507551808922|340|1|HEAVY_UTILIZATION|STANDARD|RESERVED|1::HEAVY_UTILIZATION::STANDARD|629.08|911.04|281.96|30.949|2|3.22
F87K72ZNBFXBU2GX|YTVHEVGPBZ|ElastiCache Redis|Shared|CreateCacheCluster:0002|NodeUsage:cache.r4.large|us-east-1|AmazonElastiCache|cache.r4.large|ElastiCache Redis|0.061|0.228|0.53841224064728|541|1|HEAVY_UTILIZATION|STANDARD|RESERVED|1::HEAVY_UTILIZATION::STANDARD|1075.36|1997.28|921.92|46.159|2|12.3
F87K72ZNBFXBU2GX|VG8YD49WWM|ElastiCache Redis|Shared|CreateCacheCluster:0002|NodeUsage:cache.r4.large|us-east-1|AmazonElastiCache|cache.r4.large|ElastiCache Redis|0.046|0.228|0.37415551817138|1033|3|HEAVY_UTILIZATION|STANDARD|RESERVED|3::HEAVY_UTILIZATION::STANDARD|2241.88|5991.84|3749.96|62.584|2|12.3
23E4HD8UJKZK3C2S|VG8YD49WWM|ElastiCache Redis|Shared|CreateCacheCluster:0002|USW1-NodeUsage:cache.m4.10xlarge|us-west-1|AmazonElastiCache|cache.m4.10xlarge|ElastiCache Redis|1.034|3.631|0.462683714186187|16977|3|HEAVY_UTILIZATION|STANDARD|RESERVED|3::HEAVY_UTILIZATION::STANDARD|44150.52|95422.68|51272.16|53.732|40|154.64
23E4HD8UJKZK3C2S|YTVHEVGPBZ|ElastiCache Redis|Shared|CreateCacheCluster:0002|USW1-NodeUsage:cache.m4.10xlarge|us-west-1|AmazonElastiCache|cache.m4.10xlarge|ElastiCache Redis|1.55|3.631|0.693734445521757|8488|1|HEAVY_UTILIZATION|STANDARD|RESERVED|1::HEAVY_UTILIZATION::STANDARD|22066|31807.56|9741.56|30.627|40|154.64
QAMKKPG3D8QHCUFK|YTVHEVGPBZ|ElastiCache Memcached|Shared|CreateCacheCluster:0001|SAE1-NodeUsage:cache.r4.large|sa-east-1|AmazonElastiCache|cache.r4.large|ElastiCache Memcached|0.182|0.455|0.650639771187716|999|1|HEAVY_UTILIZATION|STANDARD|RESERVED|1::HEAVY_UTILIZATION::STANDARD|2593.32|3985.8|1392.48|34.936|2|12.3
QAMKKPG3D8QHCUFK|VG8YD49WWM|ElastiCache Memcached|Shared|CreateCacheCluster:0001|SAE1-NodeUsage:cache.r4.large|sa-east-1|AmazonElastiCache|cache.r4.large|ElastiCache Memcached|0.126|0.455|0.449452222054962|2063|3|HEAVY_UTILIZATION|STANDARD|RESERVED|3::HEAVY_UTILIZATION::STANDARD|5374.28|11957.4|6583.12|55.055|2|12.3
H2T225SWPBPB2XNB|YTVHEVGPBZ|ElastiCache Redis|Shared|CreateCacheCluster:0002|APS3-NodeUsage:cache.t2.medium|ap-south-1|AmazonElastiCache|cache.t2.medium|ElastiCache Redis|0.045561|0.099|0.748482957428163|250|1|HEAVY_UTILIZATION|STANDARD|RESERVED|1::HEAVY_UTILIZATION::STANDARD|649.11436|867.24|218.12564|25.152|2|3.22
H2T225SWPBPB2XNB|VG8YD49WWM|ElastiCache Redis|Shared|CreateCacheCluster:0002|APS3-NodeUsage:cache.t2.medium|ap-south-1|AmazonElastiCache|cache.t2.medium|ElastiCache Redis|0.036126|0.099|0.590913426502467|588|3|HEAVY_UTILIZATION|STANDARD|RESERVED|3::HEAVY_UTILIZATION::STANDARD|1537.39128|2601.72|1064.32872|40.909|2|3.22
NTMT98SBMMAVKYAW|YTVHEVGPBZ|ElastiCache Memcached|Shared|CreateCacheCluster:0001|NodeUsage:cache.r4.8xlarge|us-east-1|AmazonElastiCache|cache.r4.8xlarge|ElastiCache Memcached|0.983|3.64|0.541518641176175|8656|1|HEAVY_UTILIZATION|STANDARD|RESERVED|1::HEAVY_UTILIZATION::STANDARD|17267.08|31886.4|14619.32|45.848|32|203.26
NTMT98SBMMAVKYAW|VG8YD49WWM|ElastiCache Memcached|Shared|CreateCacheCluster:0001|NodeUsage:cache.r4.8xlarge|us-east-1|AmazonElastiCache|cache.r4.8xlarge|ElastiCache Memcached|0.729|3.64|0.37305476106846|16528|3|HEAVY_UTILIZATION|STANDARD|RESERVED|3::HEAVY_UTILIZATION::STANDARD|35686.12|95659.2|59973.08|62.695|32|203.26
9P8CTX7MFT848W4J|YTVHEVGPBZ|ElastiCache Redis|Shared|CreateCacheCluster:0002|APS1-NodeUsage:cache.m3.xlarge|ap-southeast-1|AmazonElastiCache|cache.m3.xlarge|ElastiCache Redis|0.18|0.485|0.602033611071883|981|1|HEAVY_UTILIZATION|STANDARD|RESERVED|1::HEAVY_UTILIZATION::STANDARD|2557.8|4248.6|1690.8|39.797|4|13.3
9P8CTX7MFT848W4J|VG8YD49WWM|ElastiCache Redis|Shared|CreateCacheCluster:0002|APS1-NodeUsage:cache.m3.xlarge|ap-southeast-1|AmazonElastiCache|cache.m3.xlarge|ElastiCache Redis|0.137|0.485|0.398669365594941|1481|3|HEAVY_UTILIZATION|STANDARD|RESERVED|3::HEAVY_UTILIZATION::STANDARD|5081.36|12745.8|7664.44|60.133|4|13.3
HJUQD9U5QK827Y3Q|VG8YD49WWM|ElastiCache Memcached|Shared|CreateCacheCluster:0001|APN3-NodeUsage:cache.r4.2xlarge|ap-northeast-3|AmazonElastiCache|cache.r4.2xlarge|ElastiCache Memcached|0.263|1.092|0.4474091357653|5928|3|HEAVY_UTILIZATION|STANDARD|RESERVED|3::HEAVY_UTILIZATION::STANDARD|12839.64|28697.76|15858.12|55.259|8|50.47
HJUQD9U5QK827Y3Q|YTVHEVGPBZ|ElastiCache Memcached|Shared|CreateCacheCluster:0001|APN3-NodeUsage:cache.r4.2xlarge|ap-northeast-3|AmazonElastiCache|cache.r4.2xlarge|ElastiCache Memcached|0.356|1.092|0.650910733102514|3108|1|HEAVY_UTILIZATION|STANDARD|RESERVED|1::HEAVY_UTILIZATION::STANDARD|6226.56|9565.92|3339.36|34.909|8|50.47
T64VHYZ5FZP9JDEC|VHSX6N8RTZ|ElastiCache Memcached|Shared|CreateCacheCluster:0001|APS2-NodeUsage:cache.m1.large|ap-southeast-2|AmazonElastiCache|cache.m1.large|ElastiCache Memcached|0.124|0.291|0.463122492638098|283|3|LIGHT_UTILIZATION|STANDARD|RESERVED|3::LIGHT_UTILIZATION::STANDARD|3541.72|7647.48|4105.76|53.688|2|7.1
T64VHYZ5FZP9JDEC|YTVHEVGPBZ|ElastiCache Memcached|Shared|CreateCacheCluster:0001|APS2-NodeUsage:cache.m1.large|ap-southeast-2|AmazonElastiCache|cache.m1.large|ElastiCache Memcached|0.085|0.291|0.503538420499302|539|1|HEAVY_UTILIZATION|STANDARD|RESERVED|1::HEAVY_UTILIZATION::STANDARD|1283.6|2549.16|1265.56|49.646|2|7.1
T64VHYZ5FZP9JDEC|KGRZ3REEDN|ElastiCache Memcached|Shared|CreateCacheCluster:0001|APS2-NodeUsage:cache.m1.large|ap-southeast-2|AmazonElastiCache|cache.m1.large|ElastiCache Memcached|0.081|0.291|0.370406983738434|704|3|MEDIUM_UTILIZATION|STANDARD|RESERVED|3::MEDIUM_UTILIZATION::STANDARD|2832.68|7647.48|4814.8|62.959|2|7.1
T64VHYZ5FZP9JDEC|VG8YD49WWM|ElastiCache Memcached|Shared|CreateCacheCluster:0001|APS2-NodeUsage:cache.m1.large|ap-southeast-2|AmazonElastiCache|cache.m1.large|ElastiCache Memcached|0.066|0.291|0.337559562104118|847|3|HEAVY_UTILIZATION|STANDARD|RESERVED|3::HEAVY_UTILIZATION::STANDARD|2581.48|7647.48|5066|66.244|2|7.1
T64VHYZ5FZP9JDEC|DK9W8XRWES|ElastiCache Memcached|Shared|CreateCacheCluster:0001|APS2-NodeUsage:cache.m1.large|ap-southeast-2|AmazonElastiCache|cache.m1.large|ElastiCache Memcached|0.156|0.291|0.612185974987839|194|1|LIGHT_UTILIZATION|STANDARD|RESERVED|1::LIGHT_UTILIZATION::STANDARD|1560.56|2549.16|988.6|38.781|2|7.1
T64VHYZ5FZP9JDEC|JRBFQ5DASS|ElastiCache Memcached|Shared|CreateCacheCluster:0001|APS2-NodeUsage:cache.m1.large|ap-southeast-2|AmazonElastiCache|cache.m1.large|ElastiCache Memcached|0.103|0.291|0.528126912394671|444|1|MEDIUM_UTILIZATION|STANDARD|RESERVED|1::MEDIUM_UTILIZATION::STANDARD|1346.28|2549.16|1202.88|47.187|2|7.1
5ZD48SE6KC9H92BU|DK9W8XRWES|ElastiCache Redis|Shared|CreateCacheCluster:0002|USW1-NodeUsage:cache.m1.large|us-west-1|AmazonElastiCache|cache.m1.large|ElastiCache Redis|0.166|0.245|0.760022365110428|177|1|LIGHT_UTILIZATION|STANDARD|RESERVED|1::LIGHT_UTILIZATION::STANDARD|1631.16|2146.2|515.04|23.998|2|7.1
5ZD48SE6KC9H92BU|YTVHEVGPBZ|ElastiCache Redis|Shared|CreateCacheCluster:0002|USW1-NodeUsage:cache.m1.large|us-west-1|AmazonElastiCache|cache.m1.large|ElastiCache Redis|0.099|0.245|0.6337899543379|493|1|HEAVY_UTILIZATION|STANDARD|RESERVED|1::HEAVY_UTILIZATION::STANDARD|1360.24|2146.2|785.96|36.621|2|7.1
5ZD48SE6KC9H92BU|VG8YD49WWM|ElastiCache Redis|Shared|CreateCacheCluster:0002|USW1-NodeUsage:cache.m1.large|us-west-1|AmazonElastiCache|cache.m1.large|ElastiCache Redis|0.074|0.245|0.418525766470972|750|3|HEAVY_UTILIZATION|STANDARD|RESERVED|3::HEAVY_UTILIZATION::STANDARD|2694.72|6438.6|3743.88|58.147|2|7.1
5ZD48SE6KC9H92BU|VHSX6N8RTZ|ElastiCache Redis|Shared|CreateCacheCluster:0002|USW1-NodeUsage:cache.m1.large|us-west-1|AmazonElastiCache|cache.m1.large|ElastiCache Redis|0.13|0.245|0.574099959618551|280|3|LIGHT_UTILIZATION|STANDARD|RESERVED|3::LIGHT_UTILIZATION::STANDARD|3696.4|6438.6|2742.2|42.59|2|7.1
5ZD48SE6KC9H92BU|JRBFQ5DASS|ElastiCache Redis|Shared|CreateCacheCluster:0002|USW1-NodeUsage:cache.m1.large|us-west-1|AmazonElastiCache|cache.m1.large|ElastiCache Redis|0.115|0.245|0.657627434535458|404|1|MEDIUM_UTILIZATION|STANDARD|RESERVED|1::MEDIUM_UTILIZATION::STANDARD|1411.4|2146.2|734.8|34.237|2|7.1
5ZD48SE6KC9H92BU|KGRZ3REEDN|ElastiCache Redis|Shared|CreateCacheCluster:0002|USW1-NodeUsage:cache.m1.large|us-west-1|AmazonElastiCache|cache.m1.large|ElastiCache Redis|0.089|0.245|0.460802037710061|628|3|MEDIUM_UTILIZATION|STANDARD|RESERVED|3::MEDIUM_UTILIZATION::STANDARD|2966.92|6438.6|3471.68|53.92|2|7.1
GDBKNG4QXWJDT5ZA|YTVHEVGPBZ|ElastiCache Redis|Shared|CreateCacheCluster:0002|EU-NodeUsage:cache.r4.large|eu-west-1|AmazonElastiCache|cache.r4.large|ElastiCache Redis|0.08|0.254|0.628662855499227|698|1|HEAVY_UTILIZATION|STANDARD|RESERVED|1::HEAVY_UTILIZATION::STANDARD|1398.8|2225.04|826.24|37.134|2|12.3
GDBKNG4QXWJDT5ZA|VG8YD49WWM|ElastiCache Redis|Shared|CreateCacheCluster:0002|EU-NodeUsage:cache.r4.large|eu-west-1|AmazonElastiCache|cache.r4.large|ElastiCache Redis|0.059|0.254|0.431980249044212|1333|3|HEAVY_UTILIZATION|STANDARD|RESERVED|3::HEAVY_UTILIZATION::STANDARD|2883.52|6675.12|3791.6|56.802|2|12.3
SE4JAQGCM25B4TD2|VG8YD49WWM|ElastiCache Memcached|Shared|CreateCacheCluster:0001|APN1-NodeUsage:cache.m4.2xlarge|ap-northeast-1|AmazonElastiCache|cache.m4.2xlarge|ElastiCache Memcached|0.216|0.904|0.388156476879352|3545|3|HEAVY_UTILIZATION|STANDARD|RESERVED|3::HEAVY_UTILIZATION::STANDARD|9221.48|23757.12|14535.64|61.184|8|29.7
SE4JAQGCM25B4TD2|YTVHEVGPBZ|ElastiCache Memcached|Shared|CreateCacheCluster:0001|APN1-NodeUsage:cache.m4.2xlarge|ap-northeast-1|AmazonElastiCache|cache.m4.2xlarge|ElastiCache Memcached|0.298|0.904|0.535605325898089|1631|1|HEAVY_UTILIZATION|STANDARD|RESERVED|1::HEAVY_UTILIZATION::STANDARD|4241.48|7919.04|3677.56|46.439|8|29.7
RWP6XRYAVG3PQG6W|YTVHEVGPBZ|ElastiCache Memcached|Shared|CreateCacheCluster:0001|NodeUsage:cache.m4.4xlarge|us-east-1|AmazonElastiCache|cache.m4.4xlarge|ElastiCache Memcached|0.45|1.245|0.587280629366782|2463|1|HEAVY_UTILIZATION|STANDARD|RESERVED|1::HEAVY_UTILIZATION::STANDARD|6405|10906.2|4501.2|41.272|16|60.78
RWP6XRYAVG3PQG6W|VG8YD49WWM|ElastiCache Memcached|Shared|CreateCacheCluster:0001|NodeUsage:cache.m4.4xlarge|us-east-1|AmazonElastiCache|cache.m4.4xlarge|ElastiCache Memcached|0.304|1.245|0.396781035863393|4993|3|HEAVY_UTILIZATION|STANDARD|RESERVED|3::HEAVY_UTILIZATION::STANDARD|12982.12|32718.6|19736.48|60.322|16|60.78
X982447WKBFCXE8V|YTVHEVGPBZ|ElastiCache Redis|Shared|CreateCacheCluster:0002|UGW1-NodeUsage:cache.r3.large|us-gov-west-1|AmazonElastiCache|cache.r3.large|ElastiCache Redis|0.073|0.273|0.538779333299881|649|1|HEAVY_UTILIZATION|STANDARD|RESERVED|1::HEAVY_UTILIZATION::STANDARD|1288.48|2391.48|1103|46.122|2|13.5
X982447WKBFCXE8V|VG8YD49WWM|ElastiCache Redis|Shared|CreateCacheCluster:0002|UGW1-NodeUsage:cache.r3.large|us-gov-west-1|AmazonElastiCache|cache.r3.large|ElastiCache Redis|0.055|0.273|0.374161607038319|1239|3|HEAVY_UTILIZATION|STANDARD|RESERVED|3::HEAVY_UTILIZATION::STANDARD|2684.4|7174.44|4490.04|62.584|2|13.5
JBZZHP2P8AQKX85B|YTVHEVGPBZ|ElastiCache Memcached|Shared|CreateCacheCluster:0001|USW1-NodeUsage:cache.m3.2xlarge|us-west-1|AmazonElastiCache|cache.m3.2xlarge|ElastiCache Memcached|0.353|0.795|0.698469314494127|1772|1|HEAVY_UTILIZATION|STANDARD|RESERVED|1::HEAVY_UTILIZATION::STANDARD|4864.28|6964.2|2099.92|30.153|8|27.9
JBZZHP2P8AQKX85B|VG8YD49WWM|ElastiCache Memcached|Shared|CreateCacheCluster:0001|USW1-NodeUsage:cache.m3.2xlarge|us-west-1|AmazonElastiCache|cache.m3.2xlarge|ElastiCache Memcached|0.266|0.795|0.463392780218833|2691|3|HEAVY_UTILIZATION|STANDARD|RESERVED|3::HEAVY_UTILIZATION::STANDARD|9681.48|20892.6|11211.12|53.661|8|27.9
MWWX2HD8F6CNECGW|YTVHEVGPBZ|ElastiCache Memcached|Shared|CreateCacheCluster:0001|APS1-NodeUsage:cache.r4.4xlarge|ap-southeast-1|AmazonElastiCache|cache.r4.4xlarge|ElastiCache Memcached|0.712|2.184|0.650910733102514|6216|1|HEAVY_UTILIZATION|STANDARD|RESERVED|1::HEAVY_UTILIZATION::STANDARD|12453.12|19131.84|6678.72|34.909|16|101.38
MWWX2HD8F6CNECGW|VG8YD49WWM|ElastiCache Memcached|Shared|CreateCacheCluster:0001|APS1-NodeUsage:cache.r4.4xlarge|ap-southeast-1|AmazonElastiCache|cache.r4.4xlarge|ElastiCache Memcached|0.525|2.184|0.446951260307425|11856|3|HEAVY_UTILIZATION|STANDARD|RESERVED|3::HEAVY_UTILIZATION::STANDARD|25653|57395.52|31742.52|55.305|16|101.38
4TMTTRKGFP7U5F4A|KGRZ3REEDN|ElastiCache Redis|Shared|CreateCacheCluster:0002|APS2-NodeUsage:cache.m2.2xlarge|ap-southeast-2|AmazonElastiCache|cache.m2.2xlarge|ElastiCache Redis|0.167|0.678|0.316242597306969|1246|3|MEDIUM_UTILIZATION|STANDARD|RESERVED|3::MEDIUM_UTILIZATION::STANDARD|5634.76|17817.84|12183.08|68.376|4|33.8
4TMTTRKGFP7U5F4A|VG8YD49WWM|ElastiCache Redis|Shared|CreateCacheCluster:0002|APS2-NodeUsage:cache.m2.2xlarge|ap-southeast-2|AmazonElastiCache|cache.m2.2xlarge|ElastiCache Redis|0.135|0.678|0.282009491610655|1477|3|HEAVY_UTILIZATION|STANDARD|RESERVED|3::HEAVY_UTILIZATION::STANDARD|5024.8|17817.84|12793.04|71.799|4|33.8
4TMTTRKGFP7U5F4A|JRBFQ5DASS|ElastiCache Redis|Shared|CreateCacheCluster:0002|APS2-NodeUsage:cache.m2.2xlarge|ap-southeast-2|AmazonElastiCache|cache.m2.2xlarge|ElastiCache Redis|0.211|0.678|0.449273312590078|820|1|MEDIUM_UTILIZATION|STANDARD|RESERVED|1::MEDIUM_UTILIZATION::STANDARD|2668.36|5939.28|3270.92|55.073|4|33.8
4TMTTRKGFP7U5F4A|DK9W8XRWES|ElastiCache Redis|Shared|CreateCacheCluster:0002|APS2-NodeUsage:cache.m2.2xlarge|ap-southeast-2|AmazonElastiCache|cache.m2.2xlarge|ElastiCache Redis|0.317|0.678|0.52446087741275|338|1|LIGHT_UTILIZATION|STANDARD|RESERVED|1::LIGHT_UTILIZATION::STANDARD|3114.92|5939.28|2824.36|47.554|4|33.8
4TMTTRKGFP7U5F4A|YTVHEVGPBZ|ElastiCache Redis|Shared|CreateCacheCluster:0002|APS2-NodeUsage:cache.m2.2xlarge|ap-southeast-2|AmazonElastiCache|cache.m2.2xlarge|ElastiCache Redis|0.175|0.678|0.423957112646651|985|1|HEAVY_UTILIZATION|STANDARD|RESERVED|1::HEAVY_UTILIZATION::STANDARD|2518|5939.28|3421.28|57.604|4|33.8
4TMTTRKGFP7U5F4A|VHSX6N8RTZ|ElastiCache Redis|Shared|CreateCacheCluster:0002|APS2-NodeUsage:cache.m2.2xlarge|ap-southeast-2|AmazonElastiCache|cache.m2.2xlarge|ElastiCache Redis|0.252|0.678|0.400192166951774|508|3|LIGHT_UTILIZATION|STANDARD|RESERVED|3::LIGHT_UTILIZATION::STANDARD|7130.56|17817.84|10687.28|59.981|4|33.8
MK5DJK59MBH6Y2TR|YTVHEVGPBZ|ElastiCache Redis|Shared|CreateCacheCluster:0002|NodeUsage:cache.m4.10xlarge|us-east-1|AmazonElastiCache|cache.m4.10xlarge|ElastiCache Redis|1.125|3.112|0.587393327933702|6158|1|HEAVY_UTILIZATION|STANDARD|RESERVED|1::HEAVY_UTILIZATION::STANDARD|16013|27261.12|11248.12|41.261|40|154.64
MK5DJK59MBH6Y2TR|VG8YD49WWM|ElastiCache Redis|Shared|CreateCacheCluster:0002|NodeUsage:cache.m4.10xlarge|us-east-1|AmazonElastiCache|cache.m4.10xlarge|ElastiCache Redis|0.76|3.112|0.396850899742931|12483|3|HEAVY_UTILIZATION|STANDARD|RESERVED|3::HEAVY_UTILIZATION::STANDARD|32455.8|81783.36|49327.56|60.315|40|154.64
WSHWQ7635E89CHPB|VG8YD49WWM|ElastiCache Memcached|Shared|CreateCacheCluster:0001|EUW3-NodeUsage:cache.r4.xlarge|eu-west-3|AmazonElastiCache|cache.r4.xlarge|ElastiCache Memcached|0.125|0.532|0.435091724745654|2798|3|HEAVY_UTILIZATION|STANDARD|RESERVED|3::HEAVY_UTILIZATION::STANDARD|6083|13980.96|7897.96|56.491|4|25.05
WSHWQ7635E89CHPB|YTVHEVGPBZ|ElastiCache Memcached|Shared|CreateCacheCluster:0001|EUW3-NodeUsage:cache.r4.xlarge|eu-west-3|AmazonElastiCache|cache.r4.xlarge|ElastiCache Memcached|0.168|0.532|0.630145569402959|1465|1|HEAVY_UTILIZATION|STANDARD|RESERVED|1::HEAVY_UTILIZATION::STANDARD|2936.68|4660.32|1723.64|36.985|4|25.05
CYFA6FKWMFECYD22|VG8YD49WWM|ElastiCache Redis|Shared|CreateCacheCluster:0002|APS2-NodeUsage:cache.t2.small|ap-southeast-2|AmazonElastiCache|cache.t2.small|ElastiCache Redis|0.017|0.052|0.587431214143543|356|3|HEAVY_UTILIZATION|STANDARD|RESERVED|3::HEAVY_UTILIZATION::STANDARD|802.76|1366.56|563.8|41.257|1|1.55
CYFA6FKWMFECYD22|YTVHEVGPBZ|ElastiCache Redis|Shared|CreateCacheCluster:0002|APS2-NodeUsage:cache.t2.small|ap-southeast-2|AmazonElastiCache|cache.t2.small|ElastiCache Redis|0.021|0.052|0.750702493853179|158|1|HEAVY_UTILIZATION|STANDARD|RESERVED|1::HEAVY_UTILIZATION::STANDARD|341.96|455.52|113.56|24.93|1|1.55
AE5VW7ER8GDBMJEX|YTVHEVGPBZ|ElastiCache Redis|Shared|CreateCacheCluster:0002|UGW1-NodeUsage:cache.t2.micro|us-gov-west-1|AmazonElastiCache|cache.t2.micro|ElastiCache Redis|0.006|0.019|0.682287911559721|61|1|HEAVY_UTILIZATION|STANDARD|RESERVED|1::HEAVY_UTILIZATION::STANDARD|113.56|166.44|52.88|31.771|1|0.555
AE5VW7ER8GDBMJEX|VG8YD49WWM|ElastiCache Redis|Shared|CreateCacheCluster:0002|UGW1-NodeUsage:cache.t2.micro|us-gov-west-1|AmazonElastiCache|cache.t2.micro|ElastiCache Redis|0.004|0.019|0.470880397340383|130|3|HEAVY_UTILIZATION|STANDARD|RESERVED|3::HEAVY_UTILIZATION::STANDARD|235.12|499.32|264.2|52.912|1|0.555
PEXF8Z7ANZUHRSZ9|VHSX6N8RTZ|ElastiCache Memcached|Shared|CreateCacheCluster:0001|APS1-NodeUsage:cache.m1.medium|ap-southeast-1|AmazonElastiCache|cache.m1.medium|ElastiCache Memcached|0.066|0.146|0.48906403119201|142|3|LIGHT_UTILIZATION|STANDARD|RESERVED|3::LIGHT_UTILIZATION::STANDARD|1876.48|3836.88|1960.4|51.094|1|3.35
PEXF8Z7ANZUHRSZ9|VG8YD49WWM|ElastiCache Memcached|Shared|CreateCacheCluster:0001|APS1-NodeUsage:cache.m1.medium|ap-southeast-1|AmazonElastiCache|cache.m1.medium|ElastiCache Memcached|0.036|0.146|0.356821167198349|423|3|HEAVY_UTILIZATION|STANDARD|RESERVED|3::HEAVY_UTILIZATION::STANDARD|1369.08|3836.88|2467.8|64.318|1|3.35
PEXF8Z7ANZUHRSZ9|JRBFQ5DASS|ElastiCache Memcached|Shared|CreateCacheCluster:0001|APS1-NodeUsage:cache.m1.medium|ap-southeast-1|AmazonElastiCache|cache.m1.medium|ElastiCache Memcached|0.056|0.146|0.55714017639332|222|1|MEDIUM_UTILIZATION|STANDARD|RESERVED|1::MEDIUM_UTILIZATION::STANDARD|712.56|1278.96|566.4|44.286|1|3.35
PEXF8Z7ANZUHRSZ9|YTVHEVGPBZ|ElastiCache Memcached|Shared|CreateCacheCluster:0001|APS1-NodeUsage:cache.m1.medium|ap-southeast-1|AmazonElastiCache|cache.m1.medium|ElastiCache Memcached|0.047|0.146|0.533026834302871|270|1|HEAVY_UTILIZATION|STANDARD|RESERVED|1::HEAVY_UTILIZATION::STANDARD|681.72|1278.96|597.24|46.697|1|3.35
PEXF8Z7ANZUHRSZ9|DK9W8XRWES|ElastiCache Memcached|Shared|CreateCacheCluster:0001|APS1-NodeUsage:cache.m1.medium|ap-southeast-1|AmazonElastiCache|cache.m1.medium|ElastiCache Memcached|0.083|0.146|0.644336023018703|97|1|LIGHT_UTILIZATION|STANDARD|RESERVED|1::LIGHT_UTILIZATION::STANDARD|824.08|1278.96|454.88|35.566|1|3.35
